"Ticket_number","Resolution","AgentID","CPC","FirstContactResolution","FullResolutionTime","ReplyTime","Problem","TicketCreationDate","Satisfaction","Comment"
15533,1,1480,4,0,4,36,"Wrong password","2021-07-27","Good","jeu rapide"
12296,1,1719,2,NA,NA,752,"Compromited account","2021-07-31","Bad","poco confiable ... sitio web"
11809,0,1384,6,0,19,529,"Item do not show","2021-06-29","Bad","harsh delivery"
12674,1,1427,4,NA,8,219,"Item do not show","2021-06-22","Good","Bien hecho, servicio !!!"
12697,NA,1571,3,0,5,NA,"Wrong password","2021-06-10","Offered",NA
14178,0,1580,3,0,13,815,"Cheating",NA,"Bad","bad experience"
12308,1,1692,2,0,NA,261,"Item do not show","2021-07-22","Good","resolución clara ..."
11981,1,2003,2,0,NA,NA,"Payment processing","2021-05-23","Good","precise service"
10592,0,1377,3,0,13,18,NA,"2021-05-31","Good","processus bien fait"
14583,0,1350,2,0,14,1067,"Compromited account","2021-07-08","Bad","Je n'aime pas la livraison"
13978,1,1746,2,NA,6,364,"Payment processing","2021-07-26","Good","me gusta la resolución ..."
15077,1,1663,4,0,5,174,"Payment processing","2021-08-01","Good","useful agents behavior"
10841,0,1337,2,0,NA,112,"Cheating","2021-08-09","Good","amazing! experience"
13783,1,1435,1,1,14,81,"Wrong password","2021-07-03","Good","quick product!"
15326,1,1477,2,0,5,188,"Item do not show","2021-06-08","Good","Me gusta la comunicación del agente"
15378,1,1813,2,0,17,509,"Item do not show","2021-05-29","Bad","uselless solution,"
12191,1,1746,5,0,8,NA,"Payment processing","2021-06-25","Good","wonderful services!"
15248,NA,1248,2,0,17,920,"Wrong password","2021-05-20","Offered","N / A"
13204,1,1360,4,0,NA,179,"Wrong password","2021-05-13","Good","quick service!!!"
11941,1,1426,1,NA,2,143,"Wrong password","2021-06-05","Good","Entrega útil !!"
14862,1,1985,2,0,11,59,NA,"2021-06-10","Good","efficient solution,"
12349,1,1777,2,0,13,981,"Item do not show","2021-06-30","Bad","livraison insatisfaisante"
13040,1,1390,2,0,7,81,"Payment processing","2021-06-02","Good","Mode du joueur rapide"
11758,1,1671,3,0,8,252,"Cheating","2021-05-27","Good","fantastic product"
13658,0,1411,3,0,NA,383,NA,"2021-05-20","Bad","livraison inutile"
14239,1,1857,2,0,6,NA,"Payment processing","2021-06-22","Good","amazing! resolution"
12660,0,1414,4,0,8,548,"Payment processing","2021-07-17","Bad","uselless item"
14706,1,1473,2,0,15,171,"Wrong password","2021-05-30","Good","well done, delivery"
13012,1,1837,1,1,3,231,"Wrong password",NA,"Good","J'aime les services!"
14875,NA,1350,2,0,9,201,"Wrong password","2021-06-11","Offered",NA
14589,NA,1360,3,0,25,461,"Wrong password","2021-07-27","Offered",NA
10412,NA,NA,NA,NA,NA,NA,NA,"2016-06-12","Offered",NA
12708,1,1936,2,0,20,1031,"Item do not show","2021-07-10","Bad",NA
11139,1,1341,4,0,7,548,"Item do not show","2021-05-28","Bad","I do not like experience"
12996,0,1759,2,0,10,568,"Wrong password","2021-06-19","Bad","Livraison peu claire !!"
15251,1,1710,1,1,12,752,"Item do not show","2021-06-28","Bad","lento ..... Resolución ..."
12439,1,1535,1,1,3,176,"Cheating","2021-06-24","Good","Comportamiento del agente asombroso"
10490,1,1819,3,0,3,1025,"Item do not show","2021-08-07","Bad","unreliable... experience"
12663,1,1942,1,1,3,NA,"Item do not show","2021-07-18","Bad","mauvais mode de carrière"
10609,1,1359,2,0,17,1022,"Payment processing","2021-06-02","Bad","unsatisfactory career mode"
15280,1,1710,2,0,7,204,"Wrong password","2021-07-01","Good","produit satisfaisant"
12852,1,1710,5,0,4,146,"Wrong password",NA,"Good","Borrar modo de reproductor"
15364,NA,1857,2,0,19,669,"Payment processing","2021-05-29","Offered","N / A"
11034,1,1726,2,0,8,779,"Payment processing","2021-06-01","Bad","N / A"
13593,NA,1671,3,0,19,NA,"Payment processing","2021-05-21","Offered","N / A"
12180,1,1949,4,0,5,26,"Wrong password","2021-08-06","Good","Beau produit!"
12009,1,1719,6,0,8,91,"Item do not show","2021-06-12","Good","pleasant agent's communication"
15435,1,1813,5,0,6,604,NA,"2021-06-01","Bad","awful delivery."
15063,NA,1359,4,0,4,469,"Wrong password","2021-07-11","Offered",NA
15040,1,1455,1,1,6,NA,NA,"2021-05-16","Good","nicee resolution..."
10296,0,1248,1,1,4,551,"Cheating","2021-08-02","Bad","solution peu claire,"
10227,NA,1438,1,1,16,857,"Cheating","2021-07-03","Offered","N / A"
15421,NA,1337,3,0,3,160,"Payment processing","2021-07-04","Offered",NA
12992,1,1996,6,0,13,784,"Item do not show","2021-07-11","Bad","bad experience"
12355,NA,1571,3,0,4,79,"Wrong password","2021-05-14","Offered",NA
14278,1,1697,2,0,7,531,"Wrong password","2021-07-21","Bad","confusing resolution..."
14168,1,1666,2,0,16,565,"Wrong password","2021-07-10","Bad","slow solution"
13931,1,1317,2,0,7,189,"Payment processing","2021-08-17","Good","entrega eficiente"
15501,1,1947,3,0,3,167,"Payment processing","2021-06-24","Good","eficient resolution..."
14607,NA,1340,2,0,20,507,"Wrong password","2021-07-15","Offered",NA
12614,NA,1936,3,0,3,303,"Wrong password","2021-05-22","Offered","N / A"
10218,1,2019,2,0,9,181,"Payment processing","2021-06-03","Good","pleasant product!"
12077,1,1358,2,0,11,739,"Payment processing","2021-08-17","Bad","Communication de l'agent désagréable"
11051,1,1435,5,0,21,565,NA,"2021-08-10","Bad","awful game"
14578,1,1942,1,1,8,194,"Payment processing","2021-05-28","Good","good item"
10324,NA,1363,3,0,NA,86,NA,"2021-07-25","Offered",NA
11366,NA,NA,NA,NA,NA,NA,NA,"2020-08-18","Offered","N / A"
12991,1,1746,3,0,8,747,"Item do not show","2021-07-24","Bad","processus inefficace"
11052,1,1248,4,0,NA,506,"Wrong password",NA,"Bad","unreliable agents behavior"
14936,NA,1759,3,0,9,136,"Item do not show","2021-08-13","Offered",NA
13933,1,1473,1,1,5,865,"Payment processing","2021-07-02","Bad","solution décevante,"
13981,0,1926,4,0,7,42,"Item do not show","2021-07-03","Good","eficient services!"
13123,NA,1384,1,1,11,133,"Compromited account","2021-06-25","Offered","N / A"
15633,1,1688,7,0,15,388,"Payment processing","2021-07-10","Bad","slow resolution..."
13712,1,1746,2,0,7,63,"Compromited account","2021-05-29","Good","livraison satisfaisante"
13090,1,1813,2,0,5,12,"Payment processing","2021-06-22","Good","Résolution fantastique"
15354,1,1585,3,0,8,100,"Item do not show","2021-05-27","Good","J'aime le comportement des agents"
14366,0,1317,2,0,5,746,"Compromited account","2021-07-10","Bad","uselless agent`s communication"
10770,1,2003,1,1,3,50,NA,"2021-07-06","Good","pleasant agents behavior"
15591,1,1996,3,0,5,204,"Payment processing","2021-07-07","Good","Me gusta el comportamiento del agente"
13957,1,1412,5,0,14,935,"Payment processing","2021-07-11","Bad","agent décevant"
13304,1,1566,1,1,9,151,"Wrong password","2021-06-22","Good","satisfactory solution"
12641,1,1496,2,0,4,175,"Wrong password","2021-05-11","Good","Welldone: le comportement de l'agent"
14174,0,1359,4,0,6,188,"Cheating",NA,"Good",NA
11204,NA,NA,NA,NA,NA,NA,NA,"2017-06-10","Offered",NA
12402,1,1813,4,0,7,170,"Payment processing","2021-05-19","Good","Service incroyable !!!"
10614,NA,1535,2,0,8,150,"Wrong password","2021-06-24","Offered","N / A"
13389,1,1746,2,0,3,187,"Compromited account","2021-07-13","Good","nicee agents communication"
12675,NA,1477,NA,0,2,208,"Wrong password","2021-08-21","Offered","N / A"
11177,1,1754,3,0,16,616,"Payment processing","2021-06-04","Bad","useless agent's behavior"
15386,NA,1317,5,0,12,671,"Wrong password","2021-08-03","Offered",NA
12584,1,2003,2,0,5,259,"Payment processing","2021-06-14","Good","livraison rapide"
10208,NA,1899,3,0,4,216,"Item do not show","2021-08-17","Offered",NA
13214,NA,1967,1,1,14,799,"Wrong password","2021-05-17","Offered",NA
12769,1,2003,3,0,13,705,"Payment processing","2021-07-17","Bad","resolución inútil"
15198,NA,NA,NA,NA,NA,NA,NA,"2014-10-05","Offered",NA
13582,NA,1770,2,0,17,345,"Compromited account","2021-06-19","Offered",NA
10976,NA,1480,2,0,5,298,"Wrong password","2021-07-29","Offered","N / A"
12681,1,1899,3,0,6,286,NA,NA,"Good","clear services!"
10386,NA,1532,2,0,6,451,"Cheating","2021-05-26","Offered",NA
12106,1,1936,3,0,6,128,"Payment processing","2021-06-28","Good","fast solution"
14954,1,1548,5,0,10,413,"Wrong password","2021-07-10","Good",NA
13709,1,1287,4,0,7,173,"Wrong password","2021-08-14","Good","Mode de carrière satisfaisant"
13638,0,1892,3,0,12,790,"Cheating","2021-06-25","Bad","produit désagréable"
12529,NA,1726,NA,0,14,381,"Wrong password",NA,"Offered","N / A"
12824,NA,1671,3,0,7,207,"Wrong password","2021-07-03","Offered","N / A"
14987,1,1646,3,0,5,195,"Payment processing","2021-05-29","Good","amazing! agent's communication"
12440,1,1350,1,1,2,174,"Item do not show","2021-05-24","Good","Belle résolution ..."
12389,1,1926,1,1,NA,230,"Wrong password","2021-05-29","Good","quick agent's behavior"
12608,1,1359,5,0,8,257,"Wrong password","2021-05-11","Good","Welldone: article"
15563,NA,1358,3,0,6,87,NA,"2021-06-19","Offered",NA
13674,1,1583,1,1,5,843,"Item do not show","2021-08-08","Bad","solution irréalisable,"
15624,1,1726,2,0,4,351,NA,NA,"Good","nice agent's behavior"
11420,NA,NA,NA,NA,NA,NA,NA,"2014-01-03","Offered",NA
12274,NA,1813,4,0,23,882,"Payment processing","2021-07-22","Offered","N / A"
12696,1,1571,4,0,33,361,"Payment processing","2021-06-15","Bad","unreliable... delivery."
15629,1,1666,2,0,11,887,"Wrong password","2021-06-04","Bad","confusing services"
11795,1,1435,3,0,7,233,"Payment processing","2021-08-19","Good","Résolution nice"
12913,1,1531,3,0,6,169,"Item do not show","2021-08-16","Good","eficient delivery!!"
13079,1,1336,3,0,6,29,"Wrong password","2021-06-20","Good","reliable web-site"
13537,1,1336,3,0,6,45,"Payment processing","2021-08-05","Good","welldone: career mode"
10663,1,1710,2,0,12,640,"Payment processing","2021-07-19","Bad","unpleasant product"
11287,NA,1648,2,0,5,76,"Wrong password","2021-07-14","Offered","N / A"
12600,1,1921,6,0,NA,512,"Cheating","2021-06-27","Bad","inefficient delivery."
14885,1,1455,3,0,5,421,"Payment processing","2021-08-09","Bad","awful player mode"
12960,1,1336,2,0,5,179,"Item do not show","2021-07-30","Good","nicee service!!!"
14566,1,1837,1,1,29,479,"Wrong password","2021-07-18","Bad","unpleasant services!"
14014,1,2019,3,0,8,271,"Payment processing","2021-07-03","Good","site Web rapide"
12497,NA,1759,4,0,NA,639,"Cheating","2021-07-25","Offered","N / A"
14471,1,1267,1,1,4,106,"Item do not show","2021-07-13","Good","Bien hecho, comunicación del agente"
15661,1,1522,2,0,6,152,"Wrong password",NA,"Good","fast solution"
13005,NA,1477,3,0,10,NA,"Payment processing","2021-08-13","Offered",NA
10233,NA,NA,NA,NA,NA,NA,NA,"2018-10-24","Offered",NA
11137,NA,1967,NA,1,8,154,"Item do not show","2021-05-21","Offered","N / A"
15654,NA,1519,1,1,5,220,"Wrong password","2021-06-18","Offered",NA
13932,NA,1754,2,0,30,504,"Wrong password","2021-07-19","Offered",NA
12974,NA,1837,3,0,5,84,"Item do not show","2021-05-13","Offered",NA
11495,1,1400,4,0,11,58,"Cheating","2021-08-07","Good","fast agents behavior"
14990,0,1359,2,0,6,NA,"Cheating","2021-05-11","Bad","slow..... player mode"
13442,1,1414,6,0,4,187,"Payment processing","2021-07-09","Good","clear delivery."
13466,NA,1812,3,0,29,450,"Payment processing",NA,"Offered","N / A"
13717,1,1806,3,0,8,467,"Wrong password","2021-07-08","Bad","slow game"
14432,1,1519,1,1,20,75,"Item do not show","2021-07-24","Good","satisfactory agent's behavior"
14687,NA,1360,1,1,6,453,"Wrong password","2021-07-19","Offered","N / A"
12212,NA,1663,1,1,22,793,"Wrong password","2021-07-29","Offered",NA
12462,NA,1319,5,0,5,35,"Payment processing","2021-05-14","Offered","N / A"
13546,1,1666,4,0,7,120,"Wrong password","2021-07-01","Good","i like player mode"
14904,1,1697,3,0,17,568,"Wrong password","2021-05-28","Bad","uselless agent's communication"
13498,NA,1566,3,0,2,143,"Payment processing","2021-08-14","Offered",NA
13867,1,1531,3,0,3,142,"Payment processing","2021-06-01","Good","great agent's communication"
11677,NA,1726,1,1,4,129,"Payment processing","2021-06-12","Offered",NA
12815,1,1936,3,0,2,263,"Payment processing","2021-06-10","Good","good player mode"
12876,0,1414,5,0,5,659,"Payment processing","2021-06-27","Bad","Communication des agents inutiles"
15275,NA,1384,3,0,3,NA,"Item do not show","2021-08-08","Offered",NA
12201,1,1455,2,NA,5,194,"Wrong password","2021-05-27","Good","¡¡¡servicio rápido!!!"
15507,NA,1248,1,1,4,967,"Payment processing","2021-06-03","Offered","N / A"
14882,NA,1522,4,0,4,174,"Wrong password","2021-06-25","Offered",NA
11550,NA,1746,1,1,17,808,"Item do not show","2021-06-28","Offered",NA
11049,1,1548,4,0,4,630,"Payment processing","2021-07-09","Bad","inefficient agent's behavior"
15162,0,1759,2,0,18,409,"Cheating","2021-08-05","Bad","artículo decepcionante"
12167,NA,1719,3,0,6,NA,"Cheating","2021-08-08","Offered",NA
13598,1,1710,1,NA,5,497,"Item do not show","2021-07-14","Bad","resolución confusa"
12230,0,1317,3,0,10,747,"Compromited account","2021-08-08","Bad","confusing website"
10890,1,1358,1,NA,26,808,NA,"2021-07-19","Bad","entrega lenta."
11524,1,1746,1,1,23,861,"Item do not show","2021-05-14","Bad","slow..... product!"
10577,0,1359,5,0,10,360,"Compromited account","2021-05-24","Bad","unsatisfactory product!"
12099,1,1377,3,0,15,555,"Item do not show","2021-07-07","Bad","proceso confuso"
14903,NA,1390,3,0,8,173,"Payment processing","2021-07-09","Offered",NA
14818,NA,1360,4,0,33,764,"Cheating","2021-08-01","Offered",NA
13829,0,1531,4,0,8,287,"Payment processing",NA,"Bad","Communication de l'agent inefficace"
10357,NA,1719,NA,0,2,40,"Payment processing","2021-06-29","Offered","N / A"
13191,0,1781,2,0,12,360,NA,"2021-06-02","Bad","Communication de l'agent décevant"
15209,1,1350,3,0,14,563,"Payment processing","2021-05-20","Bad","unsatisfactory delivery"
10491,NA,1899,5,0,8,783,"Item do not show","2021-05-13","Offered",NA
12730,NA,1947,3,0,5,97,"Payment processing","2021-06-04","Offered",NA
15402,1,1857,2,0,6,139,"Wrong password","2021-07-01","Good","servicio rápido"
11144,0,1535,3,0,28,585,"Item do not show","2021-06-28","Bad","Mode de joueur désagréable"
13657,NA,1692,NA,0,8,19,"Item do not show","2021-06-05","Offered",NA
12532,1,1929,3,0,8,279,"Wrong password","2021-07-29","Good","quick services!"
11343,NA,1336,2,0,10,238,"Payment processing","2021-05-16","Offered",NA
10537,0,1819,1,1,4,162,"Compromited account","2021-07-03","Good","well done, delivery"
10831,NA,1496,3,0,10,161,"Payment processing","2021-07-13","Offered","N / A"
12448,NA,1671,1,1,15,97,"Wrong password","2021-07-29","Offered",NA
11492,1,1583,5,0,4,NA,"Payment processing","2021-07-11","Good","buena solución"
14047,1,1996,3,0,5,41,"Payment processing","2021-05-15","Good","efficient web-site"
11255,1,1438,2,NA,5,159,"Item do not show","2021-06-09","Good","Me gusta la entrega"
12644,0,1384,3,0,7,32,"Cheating","2021-06-17","Good","¡increíble! entrega."
15227,1,1817,1,1,14,117,"Item do not show","2021-06-12","Good","I like service"
15153,NA,1412,2,0,12,922,"Payment processing","2021-05-26","Offered",NA
11303,1,1455,2,0,7,154,"Payment processing","2021-07-11","Good","wonderful product!"
13641,NA,NA,NA,NA,NA,NA,NA,"2020-11-10","Offered",NA
14282,1,1566,4,0,6,252,"Item do not show","2021-07-11","Good","satisfactory agent's behavior"
14801,0,1770,1,1,19,419,"Cheating","2021-06-02","Bad","useless career mode"
13961,0,1899,1,1,8,513,"Wrong password","2021-05-25","Bad","slow process"
13548,1,1819,2,0,10,878,"Cheating","2021-08-23","Bad","sitio web poco confiable"
14164,1,1656,4,0,27,813,"Payment processing","2021-07-14","Bad","sitio web poco claro"
13285,1,1473,1,NA,18,1227,"Payment processing","2021-05-29","Bad","Comunicación del agente poco claro"
10725,1,1319,2,0,7,64,"Payment processing","2021-06-13","Good","satisfactory agent`s communication"
13317,1,1317,2,0,6,51,"Wrong password","2021-06-17","Good","Welldone: Site Web"
11257,0,1568,3,NA,6,38,"Cheating","2021-08-18","Good","Entrega de Niza !!"
14208,1,1646,2,0,6,88,"Payment processing","2021-07-18","Good","wonderful web-site"
10713,1,1688,4,0,4,NA,"Item do not show","2021-05-31","Bad","no confiable ... entrega"
10681,0,1519,2,0,13,948,"Item do not show","2021-07-05","Bad","No me gusta el artículo"
11000,0,1770,2,0,27,899,"Item do not show","2021-06-03","Bad","I dont like service!!!"
12681,NA,1568,5,0,9,73,"Wrong password","2021-06-01","Offered",NA
12416,1,1899,4,0,15,587,"Item do not show","2021-07-02","Bad","useless career mode"
14781,NA,1571,NA,0,6,244,"Cheating","2021-05-12","Offered",NA
13293,NA,1503,3,0,5,163,"Payment processing","2021-07-26","Offered","N / A"
10722,NA,1949,4,0,5,73,"Cheating","2021-06-08","Offered","N / A"
13643,1,1337,2,0,4,47,NA,"2021-05-21","Good","agente útil"
15195,0,1921,3,0,4,393,"Item do not show","2021-06-10","Bad","uselless services!"
15178,0,1648,1,1,7,986,"Payment processing","2021-07-19","Bad","I don't like services!"
10849,0,1921,1,1,10,641,"Item do not show","2021-06-30","Bad","slow web-site"
15580,0,1710,4,NA,10,295,"Cheating","2021-07-27","Bad","Sitio web poco revelable"
13209,1,1949,2,0,3,136,"Item do not show","2021-05-20","Good","useful agents behavior"
10680,1,1414,5,0,6,124,"Compromited account","2021-08-12","Good","great web-site"
14594,1,1648,4,0,2,NA,"Item do not show","2021-06-23","Good","great agent`s behavior"
10752,1,1837,4,0,7,86,"Payment processing","2021-06-25","Good","pleasant agent`s behavior"
13281,0,1819,3,NA,11,NA,"Cheating",NA,"Bad","Servicio horrible !!!"
13291,1,1926,4,0,23,452,"Payment processing","2021-05-21","Bad","I dont like game"
12651,1,1759,1,1,6,279,"Item do not show","2021-07-28","Good","precise website"
14672,1,1837,2,0,15,760,"Item do not show","2021-07-30","Bad","inefficient web-site"
11011,NA,1806,3,0,7,34,"Payment processing","2021-07-02","Offered","N / A"
11614,NA,1583,2,0,9,116,"Wrong password","2021-05-22","Offered","N / A"
15611,1,1377,3,0,8,1023,"Item do not show","2021-08-01","Bad","slow service"
11166,1,1949,2,0,16,560,NA,"2021-06-12","Bad","Je n'aime pas la résolution ..."
14524,0,1692,3,0,17,494,"Wrong password","2021-08-05","Bad","mala experiencia"
11709,1,1455,1,1,NA,145,"Item do not show","2021-07-29","Good","well done website"
12973,1,1688,4,0,7,226,"Payment processing","2021-07-07","Good","proceso rápido"
13128,NA,1942,2,0,3,280,"Wrong password","2021-05-22","Offered","N / A"
15551,NA,1548,NA,0,23,397,"Wrong password","2021-07-01","Offered",NA
15308,NA,1358,1,1,19,457,"Payment processing","2021-07-13","Offered",NA
13724,1,1480,2,0,4,174,"Wrong password","2021-06-28","Good","Produit satisfaisant!"
13171,NA,2028,3,0,4,265,"Item do not show","2021-05-11","Offered",NA
